,year_released,reporting_year,race,sex,age_at_release,conviction_class,convicting_type,conviction_subtype,release_type,supervising_district,recidivism,recidivism_type,days_to_recidivism,new_conviction_class,new_conviction_type,new_conviction_subtype,target_poulation,sort_number,initial_supervision_status,recidivism_supervision_status
16834,2013,2016,White - Non-Hispanic,,Under 25,C Felony,Property,Burglary,Parole Granted,5JD,Yes,Parole Granted,986.0,D Felony,Public Order,OWI,Yes,,,
16835,2013,2016,White - Non-Hispanic,,Under 25,Aggravated Misdemeanor,Property,Theft,Discharged - Expiration of Sentence,,Yes,Discharged - Expiration of Sentence,213.0,Aggravated Misdemeanor,Property,Theft,No,,,
16836,2013,2016,White - Non-Hispanic,,45-54,D Felony,Violent,Assault,Parole Granted,7JD,No,Parole Granted,,,,,Yes,,,
16837,2013,2016,White - Non-Hispanic,,Under 25,C Felony,Drug,Trafficking,Parole Granted,6JD,No,Parole Granted,,,,,Yes,,,
16838,2013,2016,White - Non-Hispanic,,Under 25,C Felony,Drug,Trafficking,Parole Granted,6JD,No,Parole Granted,,,,,Yes,,,
16839,2013,2016,Black - Non-Hispanic,,45-54,Aggravated Misdemeanor,Public Order,Traffic,Parole Granted,1JD,No,Parole Granted,,,,,Yes,,,
16840,2013,2016,White - Non-Hispanic,,25-34,C Felony,Drug,Trafficking,Parole Granted,8JD,Yes,Parole Granted,112.0,Aggravated Misdemeanor,Violent,Assault,Yes,,,
16841,2013,2016,White - Non-Hispanic,,45-54,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,1JD,Yes,Parole Granted,359.0,D Felony,Drug,Drug Possession,Yes,,,
16842,2013,2016,White - Non-Hispanic,,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,Yes,Discharged - Expiration of Sentence,289.0,C Felony,Drug,Trafficking,No,,,
16843,2013,2016,Black - Non-Hispanic,,Under 25,D Felony,Drug,Trafficking,Paroled w/Immediate Discharge,,No,Paroled w/Immediate Discharge,,,,,Yes,,,
16844,2013,2016,White - Non-Hispanic,,35-44,Aggravated Misdemeanor,Public Order,Alcohol,Discharged - Expiration of Sentence,,Yes,Discharged - Expiration of Sentence,106.0,D Felony,Public Order,Traffic,No,,,
16845,2013,2016,White - Non-Hispanic,,45-54,C Felony,Property,Arson,Paroled w/Immediate Discharge,8JD,Yes,Paroled w/Immediate Discharge,524.0,D Felony,Property,Forgery/Fraud,Yes,,,
16846,2013,2016,White - Non-Hispanic,,25-34,C Felony,Violent,Sex,Released to Special Sentence,6JD,Yes,Released to Special Sentence,593.0,,,,Yes,,,
16847,2013,2016,White - Non-Hispanic,,35-44,D Felony,Drug,Drug Possession,Parole Granted,2JD,Yes,Parole Granted,189.0,Serious Misdemeanor,Public Order,Flight/Escape,Yes,,,
16848,2013,2016,Black - Non-Hispanic,,Under 25,D Felony,Violent,Assault,Parole Granted,6JD,No,Parole Granted,,,,,Yes,,,
16849,2013,2016,Black - Non-Hispanic,,35-44,Aggravated Misdemeanor,Public Order,OWI,Parole Granted,5JD,Yes,Parole Granted,49.0,,,,Yes,,,
16850,2013,2016,White - Non-Hispanic,,35-44,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,1JD,Yes,Parole Granted,499.0,Aggravated Misdemeanor,Public Order,OWI,Yes,,,
16851,2013,2016,White - Non-Hispanic,,25-34,D Felony,Property,Burglary,Parole Granted,3JD,Yes,Parole Granted,328.0,,,,Yes,,,
16852,2013,2016,White - Non-Hispanic,,35-44,D Felony,Property,Forgery/Fraud,Parole Granted,7JD,No,Parole Granted,,,,,Yes,,,
16853,2013,2016,White - Hispanic,,25-34,D Felony,Property,Burglary,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
16854,2013,2016,White - Non-Hispanic,,Under 25,B Felony,Violent,Other Violent,Parole Granted,1JD,No,Parole Granted,,,,,Yes,,,
16855,2013,2016,White - Non-Hispanic,,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole Granted,8JD,No,Parole Granted,,,,,Yes,,,
16856,2013,2016,Black - Non-Hispanic,,35-44,B Felony,Violent,Other Violent,Parole Granted,3JD,No,Parole Granted,,,,,Yes,,,
16857,2013,2016,Black - Non-Hispanic,,35-44,B Felony,Violent,Other Violent,Parole Granted,3JD,No,Parole Granted,,,,,Yes,,,
16858,2013,2016,White - Non-Hispanic,,25-34,D Felony,Drug,Trafficking,Parole Granted,1JD,No,Parole Granted,,,,,Yes,,,
16859,2013,2016,White - Non-Hispanic,,35-44,D Felony,Property,Forgery/Fraud,Parole Granted,5JD,Yes,Parole Granted,138.0,,,,Yes,,,
16860,2013,2016,White - Non-Hispanic,,25-34,D Felony,Public Order,OWI,Discharged - Expiration of Sentence,,Yes,Discharged - Expiration of Sentence,184.0,C Felony,Property,Theft,No,,,
16861,2013,2016,Black - Non-Hispanic,,Under 25,Felony - Enhancement to Original Penalty,Drug,Trafficking,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
16862,2013,2016,White - Non-Hispanic,,Under 25,D Felony,Property,Burglary,Paroled w/Immediate Discharge,8JD,No,Paroled w/Immediate Discharge,,,,,Yes,,,
16863,2013,2016,Black - Non-Hispanic,,25-34,C Felony,Property,Burglary,Parole Granted,1JD,Yes,Parole Granted,715.0,D Felony,Property,Forgery/Fraud,Yes,,,
16864,2013,2016,White - Non-Hispanic,,25-34,C Felony,Violent,Other Violent,Paroled to Detainer - Iowa,7JD,No,Paroled to Detainer - Iowa,,,,,Yes,,,
16865,2013,2016,White - Non-Hispanic,,55 and Older,B Felony,Violent,Sex,Paroled w/Immediate Discharge,,No,Paroled w/Immediate Discharge,,,,,Yes,,,
16866,2013,2016,White - Non-Hispanic,,25-34,D Felony,Property,Forgery/Fraud,Parole Granted,1JD,Yes,Parole Granted,119.0,D Felony,Other,Other Criminal,Yes,,,
16867,2013,2016,White - Non-Hispanic,,35-44,D Felony,Drug,Trafficking,Parole Granted,3JD,Yes,Parole Granted,308.0,,,,Yes,,,
16868,2013,2016,White - Non-Hispanic,,Under 25,Aggravated Misdemeanor,Other,Other Criminal,Released to Special Sentence,5JD,Yes,Released to Special Sentence,292.0,,,,Yes,,,
16869,2013,2016,Black - Non-Hispanic,,35-44,C Felony,Violent,Assault,Parole Granted,,No,Parole Granted,,,,,Yes,,,
16870,2013,2016,White - Hispanic,,45-54,D Felony,Public Order,OWI,Paroled w/Immediate Discharge,,No,Paroled w/Immediate Discharge,,,,,Yes,,,
16871,2013,2016,White - Non-Hispanic,,Under 25,D Felony,Property,Burglary,Parole Granted,7JD,Yes,Parole Granted,342.0,D Felony,Public Order,Flight/Escape,Yes,,,
16872,2013,2016,White - Non-Hispanic,,25-34,C Felony,Drug,Trafficking,Parole Granted,1JD,Yes,Parole Granted,210.0,B Felony,Drug,Trafficking,Yes,,,
16873,2013,2016,White - Non-Hispanic,,25-34,D Felony,Public Order,OWI,Parole Granted,3JD,Yes,Parole Granted,19.0,,,,Yes,,,
16874,2013,2016,White - Non-Hispanic,,35-44,B Felony,Violent,Other Violent,Parole Granted,6JD,No,Parole Granted,,,,,Yes,,,
16875,2013,2016,Black - Non-Hispanic,,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,Yes,Discharged - Expiration of Sentence,1050.0,C Felony,Violent,Robbery,No,,,
16876,2013,2016,White - Hispanic,,25-34,B Felony,Other,Other Criminal,Parole Granted,2JD,Yes,Parole Granted,321.0,,,,Yes,,,
16877,2013,2016,White - Hispanic,,25-34,Aggravated Misdemeanor,Property,Theft,Paroled w/Immediate Discharge,1JD,Yes,Paroled w/Immediate Discharge,720.0,D Felony,Property,Burglary,Yes,,,
16878,2013,2016,White - Non-Hispanic,,25-34,D Felony,Drug,Trafficking,Discharged - Expiration of Sentence,,Yes,Discharged - Expiration of Sentence,520.0,C Felony,Drug,Trafficking,No,,,
16879,2013,2016,Black - Non-Hispanic,,55 and Older,D Felony,Property,Forgery/Fraud,Parole Granted,1JD,No,Parole Granted,,,,,Yes,,,
16880,2013,2016,White - Non-Hispanic,,55 and Older,B Felony,Other,Other Criminal,Parole Granted,7JD,No,Parole Granted,,,,,Yes,,,
16881,2013,2016,American Indian or Alaska Native - Non-Hispanic,,25-34,C Felony,Violent,Assault,Parole Granted,,No,Parole Granted,,,,,Yes,,,
16882,2013,2016,Black - Non-Hispanic,,25-34,C Felony,Violent,Assault,Parole Granted,5JD,No,Parole Granted,,,,,Yes,,,
16883,2013,2016,Black - Non-Hispanic,,25-34,C Felony,Violent,Assault,Parole Granted,5JD,No,Parole Granted,,,,,Yes,,,
16884,2013,2016,White - Non-Hispanic,,Under 25,D Felony,Property,Theft,Paroled to Detainer - Iowa,4JD,Yes,Paroled to Detainer - Iowa,209.0,D Felony,Property,Burglary,Yes,,,
16885,2013,2016,White - Non-Hispanic,,25-34,D Felony,Violent,Assault,Parole Granted,2JD,Yes,Parole Granted,1015.0,D Felony,Public Order,Other Public Order,Yes,,,
16886,2013,2016,White - Non-Hispanic,,35-44,D Felony,Drug,Drug Possession,Parole Granted,4JD,Yes,Parole Granted,77.0,,,,Yes,,,
16887,2013,2016,White - Non-Hispanic,,Under 25,D Felony,Property,Burglary,Discharged - Expiration of Sentence,,Yes,Discharged - Expiration of Sentence,1056.0,C Felony,Property,Burglary,No,,,
16888,2013,2016,White - Non-Hispanic,,25-34,C Felony,Drug,Trafficking,Parole Granted,2JD,Yes,Parole Granted,250.0,Aggravated Misdemeanor,Drug,Drug Possession,Yes,,,
16889,2013,2016,Black - Non-Hispanic,,25-34,D Felony,Property,Burglary,Parole Granted,1JD,No,Parole Granted,,,,,Yes,,,
16890,2013,2016,White - Non-Hispanic,,45-54,Aggravated Misdemeanor,Public Order,OWI,Paroled w/Immediate Discharge,,No,Paroled w/Immediate Discharge,,,,,Yes,,,
16891,2013,2016,White - Non-Hispanic,,45-54,Aggravated Misdemeanor,Public Order,OWI,Paroled w/Immediate Discharge,,No,Paroled w/Immediate Discharge,,,,,Yes,,,
16892,2013,2016,White - Non-Hispanic,,25-34,Aggravated Misdemeanor,Property,Forgery/Fraud,Parole Granted,5JD,Yes,Parole Granted,674.0,Aggravated Misdemeanor,Drug,Drug Possession,Yes,,,
16893,2013,2016,White - Non-Hispanic,,55 and Older,C Felony,Drug,Trafficking,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
16894,2013,2016,White - Non-Hispanic,,55 and Older,C Felony,Drug,Trafficking,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
16895,2013,2016,White - Hispanic,,25-34,C Felony,Violent,Murder/Manslaughter,Parole Granted,2JD,No,Parole Granted,,,,,Yes,,,
16896,2013,2016,White - Non-Hispanic,,35-44,Aggravated Misdemeanor,Public Order,Traffic,Parole Granted,8JD,Yes,Parole Granted,1059.0,D Felony,Drug,Trafficking,Yes,,,
16897,2013,2016,White - Non-Hispanic,,45-54,D Felony,Public Order,Weapons,Parole Granted,2JD,No,Parole Granted,,,,,Yes,,,
16898,2013,2016,White - Non-Hispanic,,25-34,C Felony,Violent,Sex,Released to Special Sentence,8JD,Yes,Released to Special Sentence,84.0,,,,Yes,,,
16899,2013,2016,White - Non-Hispanic,,45-54,D Felony,Drug,Drug Possession,Parole Granted,5JD,Yes,Parole Granted,220.0,Aggravated Misdemeanor,Public Order,Traffic,Yes,,,
16900,2013,2016,White - Non-Hispanic,,35-44,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,Yes,Discharged - Expiration of Sentence,857.0,D Felony,Public Order,Other Public Order,No,,,
16901,2013,2016,White - Non-Hispanic,,35-44,D Felony,Property,Theft,Parole Granted,5JD,Yes,Parole Granted,664.0,C Felony,Drug,Trafficking,Yes,,,
16902,2013,2016,Black - Non-Hispanic,,25-34,D Felony,Property,Theft,Parole Granted,7JD,No,Parole Granted,,,,,Yes,,,
16903,2013,2016,White - Non-Hispanic,,35-44,B Felony,Drug,Trafficking,Paroled to Detainer - U.S. Marshall,5JD,No,Paroled to Detainer - U.S. Marshall,,,,,Yes,,,
16904,2013,2016,White - Non-Hispanic,,25-34,C Felony,Property,Forgery/Fraud,Parole Granted,2JD,No,Parole Granted,,,,,Yes,,,
16905,2013,2016,White - Non-Hispanic,,45-54,D Felony,Drug,Drug Possession,Parole Granted,8JD,No,Parole Granted,,,,,Yes,,,
16906,2013,2016,Black - Non-Hispanic,,35-44,D Felony,Other,Other Criminal,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
16907,2013,2016,Black - Non-Hispanic,,Under 25,D Felony,Violent,Assault,Discharged - Expiration of Sentence,,Yes,Discharged - Expiration of Sentence,344.0,Felony - Enhancement to Original Penalty,Other,Other Criminal,No,,,
16908,2013,2016,White - Non-Hispanic,,45-54,C Felony,Other,Other Criminal,Parole Granted,5JD,No,Parole Granted,,,,,Yes,,,
16909,2013,2016,White - Non-Hispanic,,Under 25,C Felony,Drug,Trafficking,Parole Granted,5JD,Yes,Parole Granted,323.0,Aggravated Misdemeanor,Public Order,Traffic,Yes,,,
16910,2013,2016,White - Non-Hispanic,,Under 25,D Felony,Property,Forgery/Fraud,Parole Granted,7JD,Yes,Parole Granted,1055.0,Aggravated Misdemeanor,Property,Vandalism,Yes,,,
16911,2013,2016,White - Non-Hispanic,,45-54,D Felony,Property,Burglary,Parole Granted,7JD,No,Parole Granted,,,,,Yes,,,
16912,2013,2016,White - Non-Hispanic,,45-54,C Felony,Drug,Trafficking,Parole Granted,5JD,No,Parole Granted,,,,,Yes,,,
16913,2013,2016,White - Non-Hispanic,,45-54,C Felony,Drug,Trafficking,Parole Granted,5JD,No,Parole Granted,,,,,Yes,,,
16914,2013,2016,White - Non-Hispanic,,45-54,C Felony,Drug,Trafficking,Parole Granted,5JD,No,Parole Granted,,,,,Yes,,,
16915,2013,2016,White - Non-Hispanic,,45-54,C Felony,Drug,Trafficking,Parole Granted,5JD,No,Parole Granted,,,,,Yes,,,
16916,2013,2016,White - Non-Hispanic,,45-54,C Felony,Drug,Trafficking,Parole Granted,5JD,No,Parole Granted,,,,,Yes,,,
16917,2013,2016,White - Non-Hispanic,,45-54,C Felony,Drug,Trafficking,Parole Granted,5JD,No,Parole Granted,,,,,Yes,,,
16918,2013,2016,White - Non-Hispanic,,Under 25,D Felony,Drug,Trafficking,Paroled to Detainer - Out of State,7JD,No,Paroled to Detainer - Out of State,,,,,Yes,,,
16919,2013,2016,White - Non-Hispanic,,25-34,D Felony,Property,Burglary,Parole Granted,5JD,Yes,Parole Granted,894.0,C Felony,Drug,Trafficking,Yes,,,
16920,2013,2016,White - Non-Hispanic,,25-34,C Felony,Drug,Trafficking,Parole Granted,8JD,Yes,Parole Granted,894.0,D Felony,Drug,Drug Possession,Yes,,,
16921,2013,2016,Black - Non-Hispanic,,25-34,D Felony,Drug,Drug Possession,Parole Granted,2JD,No,Parole Granted,,,,,Yes,,,
16922,2013,2016,White - Non-Hispanic,,35-44,Special Sentence 2005,Violent,Sex,Released to Special Sentence,6JD,No,Released to Special Sentence,,,,,Yes,,,
16923,2013,2016,White - Non-Hispanic,,55 and Older,D Felony,Violent,Murder/Manslaughter,Parole Granted,5JD,No,Parole Granted,,,,,Yes,,,
16924,2013,2016,Black - Non-Hispanic,,25-34,D Felony,Violent,Assault,Parole Granted,5JD,No,Parole Granted,,,,,Yes,,,
16925,2013,2016,White - Non-Hispanic,,25-34,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole Granted,2JD,No,Parole Granted,,,,,Yes,,,
16926,2013,2016,White - Non-Hispanic,,25-34,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole Granted,2JD,No,Parole Granted,,,,,Yes,,,
16927,2013,2016,White - Non-Hispanic,,25-34,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole Granted,2JD,No,Parole Granted,,,,,Yes,,,
16928,2013,2016,White - Non-Hispanic,,25-34,Aggravated Misdemeanor,Drug,Trafficking,Parole Granted,5JD,Yes,Parole Granted,166.0,,,,Yes,,,
16929,2013,2016,American Indian or Alaska Native - Non-Hispanic,,25-34,C Felony,Property,Burglary,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
16930,2013,2016,White - Non-Hispanic,,25-34,C Felony,Violent,Robbery,Parole Granted,1JD,No,Parole Granted,,,,,Yes,,,
16931,2013,2016,Black - Non-Hispanic,,Under 25,Aggravated Misdemeanor,Property,Theft,Parole Granted,1JD,No,Parole Granted,,,,,Yes,,,
16932,2013,2016,White - Non-Hispanic,,25-34,C Felony,Drug,Trafficking,Discharged - Expiration of Sentence,,Yes,Discharged - Expiration of Sentence,988.0,D Felony,Drug,Drug Possession,No,,,
16933,2013,2016,White - Non-Hispanic,,25-34,C Felony,Violent,Sex,Released to Special Sentence,5JD,Yes,Released to Special Sentence,1009.0,,,,Yes,,,
16934,2013,2016,Black - Non-Hispanic,,25-34,D Felony,Drug,Trafficking,Parole Granted,7JD,No,Parole Granted,,,,,Yes,,,
16935,2013,2016,Black - Non-Hispanic,,25-34,D Felony,Drug,Trafficking,Parole Granted,7JD,No,Parole Granted,,,,,Yes,,,
16936,2013,2016,Black - Non-Hispanic,,55 and Older,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole Granted,5JD,Yes,Parole Granted,230.0,D Felony,Drug,Drug Possession,Yes,,,
16937,2013,2016,White - Non-Hispanic,,Under 25,D Felony,Property,Burglary,Parole Granted,2JD,Yes,Parole Granted,806.0,C Felony,Drug,Trafficking,Yes,,,
16938,2013,2016,Black - Non-Hispanic,,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole Granted,1JD,Yes,Parole Granted,733.0,,,,Yes,,,
16939,2013,2016,White - Non-Hispanic,,35-44,D Felony,Drug,Drug Possession,Paroled w/Immediate Discharge,1JD,No,Paroled w/Immediate Discharge,,,,,Yes,,,
16940,2013,2016,White - Non-Hispanic,,35-44,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,1JD,Yes,Parole Granted,315.0,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,,,
16941,2013,2016,White - Non-Hispanic,,35-44,D Felony,Public Order,Traffic,Parole Granted,5JD,Yes,Parole Granted,902.0,D Felony,Drug,Drug Possession,Yes,,,
16942,2013,2016,White - Non-Hispanic,,45-54,C Felony,Drug,Trafficking,Parole Granted,2JD,No,Parole Granted,,,,,Yes,,,
16943,2013,2016,White - Non-Hispanic,,45-54,C Felony,Drug,Trafficking,Parole Granted,2JD,No,Parole Granted,,,,,Yes,,,
16944,2013,2016,White - Non-Hispanic,,45-54,C Felony,Drug,Trafficking,Parole Granted,2JD,No,Parole Granted,,,,,Yes,,,
16945,2013,2016,White - Non-Hispanic,,45-54,C Felony,Drug,Trafficking,Parole Granted,2JD,No,Parole Granted,,,,,Yes,,,
16946,2013,2016,White - Non-Hispanic,,45-54,C Felony,Drug,Trafficking,Parole Granted,2JD,No,Parole Granted,,,,,Yes,,,
16947,2013,2016,White - Non-Hispanic,,25-34,C Felony,Violent,Other Violent,Parole Granted,5JD,Yes,Parole Granted,231.0,,,,Yes,,,
16948,2013,2016,White - Non-Hispanic,,35-44,D Felony,Property,Burglary,Discharged - Expiration of Sentence,,Yes,Discharged - Expiration of Sentence,851.0,Aggravated Misdemeanor,Property,Forgery/Fraud,No,,,
16949,2013,2016,White - Non-Hispanic,,25-34,Aggravated Misdemeanor,Property,Theft,Discharged - Expiration of Sentence,,Yes,Discharged - Expiration of Sentence,862.0,Aggravated Misdemeanor,Drug,Drug Possession,No,,,
16950,2013,2016,White - Non-Hispanic,,25-34,B Felony,Drug,Trafficking,Parole Granted,1JD,Yes,Parole Granted,676.0,Serious Misdemeanor,Violent,Assault,Yes,,,
16951,2013,2016,American Indian or Alaska Native - Hispanic,,25-34,D Felony,Drug,Trafficking,Parole Granted,5JD,No,Parole Granted,,,,,Yes,,,
16952,2013,2016,White - Non-Hispanic,,25-34,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole Granted,5JD,Yes,Parole Granted,285.0,,,,Yes,,,
16953,2013,2016,White - Non-Hispanic,,25-34,Aggravated Misdemeanor,Violent,Assault,Parole Granted,,No,Parole Granted,,,,,Yes,,,
16954,2013,2016,Black - Non-Hispanic,,55 and Older,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
16955,2013,2016,Black - Non-Hispanic,,55 and Older,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
16956,2013,2016,Black - Non-Hispanic,,55 and Older,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
16957,2013,2016,White - Non-Hispanic,,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,1JD,Yes,Parole Granted,338.0,,,,Yes,,,
16958,2013,2016,White - Non-Hispanic,,35-44,D Felony,Public Order,OWI,Parole Granted,8JD,Yes,Parole Granted,307.0,,,,Yes,,,
16959,2013,2016,White - Non-Hispanic,,Under 25,Aggravated Misdemeanor,Violent,Other Violent,Parole Granted,2JD,No,Parole Granted,,,,,Yes,,,
16960,2013,2016,Black - Non-Hispanic,,35-44,C Felony,Drug,Trafficking,Paroled to Detainer - U.S. Marshall,,No,Paroled to Detainer - U.S. Marshall,,,,,Yes,,,
16961,2013,2016,Black - Non-Hispanic,,25-34,C Felony,Violent,Assault,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
16962,2013,2016,White - Non-Hispanic,,Under 25,Aggravated Misdemeanor,Public Order,Weapons,Discharged - Expiration of Sentence,,Yes,Discharged - Expiration of Sentence,384.0,B Felony,Violent,Murder/Manslaughter,No,,,
16963,2013,2016,White - Non-Hispanic,,25-34,C Felony,Property,Arson,Parole Granted,1JD,No,Parole Granted,,,,,Yes,,,
16964,2013,2016,White - Non-Hispanic,,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,Discharged - Expiration of Sentence,,Yes,Discharged - Expiration of Sentence,1007.0,D Felony,Violent,Assault,No,,,
16965,2013,2016,White - Non-Hispanic,,45-54,Aggravated Misdemeanor,Property,Theft,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
16966,2013,2016,Asian or Pacific Islander - Non-Hispanic,,25-34,C Felony,Property,Theft,Parole Granted,5JD,Yes,Parole Granted,638.0,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,,,
16967,2013,2016,White - Non-Hispanic,,35-44,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,5JD,No,Parole Granted,,,,,Yes,,,
16968,2013,2016,White - Non-Hispanic,,35-44,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,5JD,No,Parole Granted,,,,,Yes,,,
16969,2013,2016,White - Non-Hispanic,,35-44,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,5JD,No,Parole Granted,,,,,Yes,,,
16970,2013,2016,White - Non-Hispanic,,35-44,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,5JD,No,Parole Granted,,,,,Yes,,,
16971,2013,2016,White - Non-Hispanic,,35-44,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,5JD,No,Parole Granted,,,,,Yes,,,
16972,2013,2016,White - Non-Hispanic,,35-44,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,5JD,No,Parole Granted,,,,,Yes,,,
16973,2013,2016,White - Non-Hispanic,,35-44,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,5JD,No,Parole Granted,,,,,Yes,,,
16974,2013,2016,White - Non-Hispanic,,35-44,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,5JD,No,Parole Granted,,,,,Yes,,,
16975,2013,2016,White - Non-Hispanic,,35-44,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,5JD,No,Parole Granted,,,,,Yes,,,
16976,2013,2016,White - Non-Hispanic,,25-34,D Felony,Property,Forgery/Fraud,Parole Granted,5JD,Yes,Parole Granted,167.0,Serious Misdemeanor,Public Order,Flight/Escape,Yes,,,
16977,2013,2016,White - Non-Hispanic,,Under 25,C Felony,Property,Vandalism,Parole Granted,5JD,Yes,Parole Granted,899.0,Aggravated Misdemeanor,Property,Theft,Yes,,,
16978,2013,2016,White - Hispanic,,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
16979,2013,2016,White - Hispanic,,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
16980,2013,2016,White - Hispanic,,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
16981,2013,2016,White - Hispanic,,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
16982,2013,2016,White - Hispanic,,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
16983,2013,2016,Black - Non-Hispanic,,35-44,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,Yes,Discharged - Expiration of Sentence,326.0,D Felony,Drug,Drug Possession,No,,,
16984,2013,2016,White - Hispanic,,25-34,C Felony,Drug,Trafficking,Parole Granted,8JD,No,Parole Granted,,,,,Yes,,,
16985,2013,2016,Black - Non-Hispanic,,45-54,D Felony,Drug,Trafficking,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
16986,2013,2016,White - Non-Hispanic,,Under 25,Aggravated Misdemeanor,Other,Other Criminal,Released to Special Sentence,8JD,Yes,Released to Special Sentence,981.0,,,,Yes,,,
16987,2013,2016,White - Non-Hispanic,,25-34,D Felony,Violent,Sex,Released to Special Sentence,5JD,No,Released to Special Sentence,,,,,Yes,,,
16988,2013,2016,White - Non-Hispanic,,45-54,Aggravated Misdemeanor,Public Order,Traffic,Parole Granted,7JD,No,Parole Granted,,,,,Yes,,,
16989,2013,2016,White - Non-Hispanic,,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,8JD,No,Parole Granted,,,,,Yes,,,
16990,2013,2016,White - Non-Hispanic,,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,8JD,No,Parole Granted,,,,,Yes,,,
16991,2013,2016,White - Non-Hispanic,,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,8JD,No,Parole Granted,,,,,Yes,,,
16992,2013,2016,White - Non-Hispanic,,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,7JD,No,Parole Granted,,,,,Yes,,,
16993,2013,2016,White - Non-Hispanic,,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,7JD,No,Parole Granted,,,,,Yes,,,
16994,2013,2016,American Indian or Alaska Native - Non-Hispanic,,45-54,D Felony,Public Order,Weapons,Parole Granted,3JD,No,Parole Granted,,,,,Yes,,,
16995,2013,2016,White - Non-Hispanic,,35-44,D Felony,Drug,Drug Possession,Parole Granted,5JD,Yes,Parole Granted,448.0,,,,Yes,,,
16996,2013,2016,White - Non-Hispanic,,55 and Older,Aggravated Misdemeanor,Drug,Drug Possession,Paroled w/Immediate Discharge,,No,Paroled w/Immediate Discharge,,,,,Yes,,,
